Feature1,Feature2,Feature3,Feature4,Target
4.8703,1021.4,23.123,549.96,134.45
4.4546,1021.2,22.942,550.06,133.6
4.1162,1021,23.363,550.09,134.66
3.7782,1021,23.587,550.33,134.66
3.6309,1020.8,23.552,550,134.66
3.2926,1021.2,23.507,550.03,134.66
3.2833,1021.6,23.486,550.15,134.49
3.1912,1021.9,23.478,550.04,134.34
3.4002,1022.3,23.322,550.31,133.39
4.1443,1022.2,23.155,549.42,132.74
5.1362,1022.3,32.407,527.96,164.11
5.9469,1022,31.746,529.86,162.94
7.0062,1021.5,33.1,525.78,165.03
7.8543,1020.9,31.962,530.81,161.48
8.034,1020.5,33.042,526.75,164.25
6.7981,1021.1,33.14,526.2,165.79
5.74,1021.4,33.858,523.38,168.01
4.9057,1021.5,25.566,544.39,142.16
4.7055,1021.8,23.732,550.07,134.32
4.695,1021.6,23.621,550,134.38
4.313,1021.4,30.696,532.73,156.63
4.1112,1021.5,25.41,544.42,139.33
3.9896,1021.6,23.154,550.06,132.53
3.3475,1021.5,23.182,550.07,132.7
2.8071,1021.2,23.449,549.93,133.46
2.4609,1020.8,23.367,550.11,133.2
2.3284,1020.6,23.436,550.16,133.35
2.2007,1020.6,23.464,550.16,133.66
2.1163,1020.7,23.422,550.31,133.57
2.4392,1020.7,23.638,550.09,134.5
3.143,1021.1,23.636,549.98,134.38
3.9261,1021,33.499,524.69,167.16
5.1585,1020.7,33.076,526.98,165.32
6.9957,1020.3,33.315,526.51,164.5
8.5434,1019.8,32.249,530.12,161.47
9.3427,1019.6,33.702,524.77,164.42
9.5793,1019.5,32.817,527.68,162.75
9.5481,1019.3,33.024,527.42,163.11
9.0151,1019,32.776,528.07,163
8.3282,1018.9,33.348,526.06,164.61
7.5475,1019.4,34.052,523.81,166.89
6.862,1019.6,33.897,524.08,167.33
5.4249,1019.7,25.761,543.86,142.39
4.5596,1019.5,23.449,549.8,133.36
4.2446,1019.3,23.176,550.03,132.12
3.7933,1019.1,23.397,550.12,133.23
3.647,1018.8,23.745,549.88,134.34
3.6128,1018.9,23.605,549.91,133.65
3.2907,1019.2,23.621,549.83,133.9
3.2959,1019.1,23.557,550.09,133.66
4.1687,1018.8,23.67,549.85,133.66
5.0733,1018.7,23.769,549.85,133.67
5.1324,1019,23.727,549.98,133.6
5.2317,1018.7,23.628,550.18,133.12
5.4516,1018.6,24.522,550.03,136.86
6.9665,1018.6,33.085,527,163.58
8.4092,1018.7,32.573,528.3,162.63
9.5288,1018.4,32.727,527.67,162.44
10.224,1018,32.33,528.99,161.39
10.307,1018,32.777,527.71,162.43
10.024,1017.4,32.526,528.33,162.31
9.302,1017.2,32.887,526.98,163.58
8.529,1017.5,32.726,527.51,163.9
7.6368,1017.7,33.12,526.11,165.31
6.7718,1017.8,32.894,526.52,165.33
6.3647,1017.9,23.285,550.04,134.38
6.3244,1018.1,23.333,550.29,133.8
6.6493,1018.3,23.574,550.03,134.45
7.248,1018.5,23.691,550.06,134.57
7.6843,1018.7,23.728,549.63,134.38
7.6884,1018.5,23.388,550.03,133
7.608,1018.5,23.283,550.01,132.66
7.5538,1018.5,23.521,549.9,133.65
7.6821,1018.1,23.518,549.91,133.65
7.6714,1017.9,23.513,550.06,133.65
7.3944,1018.1,23.482,549.87,133.66
7.4408,1018.5,23.487,549.85,133.61
7.7345,1019.4,23.691,550.08,134.65
7.5732,1020.2,27.164,540.41,145.61
6.8494,1020.6,32.633,527.23,164.75
6.8259,1020.7,33.131,525.57,165.62
7.2384,1020.6,32.606,527.64,164.2
7.7793,1020.6,23.494,549.15,133.56
7.688,1020.7,32.974,526.04,164.78
7.7465,1020.8,32.832,526.31,164.75
7.6774,1020.9,33,525.98,164.98
7.2517,1022.2,23.298,549.96,134.27
6.8228,1022.7,23.295,549.96,134.15
6.2108,1023.4,23.482,549.7,134.56
5.7572,1023.6,23.582,550.02,135.17
5.2828,1023.7,23.421,549.86,134.49
4.7938,1023.7,23.48,550.03,134.94
4.7429,1023.3,23.311,549.95,134.03
5.1013,1023.4,22.942,550.03,132.2
5.1529,1023.2,23.053,549.96,132.67
4.9803,1022.6,23.084,549.97,132.66
4.68,1022.7,23.025,550,132.66
4.2975,1022.8,22.991,550.04,132.66
4.2351,1022.9,22.982,550.31,132.67
4.551,1023.2,23.084,550.09,132.66
5.7782,1023,23.441,549.81,132.77
7.8002,1023.2,29.796,535.3,151.37
9.5111,1022.8,32.332,529.92,160.65
10.268,1022.2,32.557,528.68,161.29
10.593,1021.6,32.592,528.52,161.37
10.87,1020.9,33.014,527.45,162.25
10.677,1020.8,32.668,528.44,161.8
10.354,1020.8,32.962,527.26,162.53
9.5336,1020.5,32.767,528.05,162.87
8.5805,1021,33.581,525.49,164.8
8.0537,1021.1,33.208,526.37,164.82
7.5792,1021.4,25.184,546.08,139.6
7.0783,1021.1,23.561,550.09,134.47
6.2913,1020.8,23.629,550.07,134.17
5.8975,1020.6,24.011,549.95,134.27
5.6982,1020.7,23.97,550.06,134.37
5.541,1020.4,23.811,550.07,133.66
5.7519,1019.9,23.871,550.22,134.07
7.3717,1019.6,23.782,549.95,133.94
7.5535,1019.8,23.565,549.95,133.66
6.6335,1019.7,23.775,550.04,133.66
5.5764,1019.9,23.921,550.1,133.66
4.6285,1020.2,23.84,549.84,133.65
4.5385,1020.2,23.786,550.14,133.57
6.2147,1020.1,24.097,550,133.09
10.838,1020,24.057,549.93,133.38
12.845,1019.7,24.081,550.19,133.65
13.582,1019,24.11,549.87,133.67
14.331,1018.3,23.74,550.09,131.61
14.851,1017.8,24.254,550.22,133.57
15.099,1017.6,24.329,550.33,133.69
14.847,1017.3,24.244,549.87,133.68
13.621,1017.4,24.034,550.09,133.59
12.725,1018,24.082,550.02,133.87
12.233,1018.2,24.066,550.33,133.69
10.965,1018.3,23.821,550.34,133.77
10.256,1018.5,23.825,550.06,134.19
10.315,1018.5,24.02,550.07,134.58
10.092,1018.4,23.887,550.03,134.33
10.38,1018.6,23.96,550.14,133.98
9.5309,1018.6,23.639,550.09,133.66
8.3966,1018.6,23.595,550.2,133.65
8.0138,1018.7,23.74,550.12,133.67
7.88,1019.1,24.057,550.02,133.66
8.0725,1019.6,24.043,550.13,133.67
7.7127,1019.9,23.72,549.94,133.66
7.0338,1020.3,23.678,550.02,133.77
7.3118,1020.7,23.665,550.1,133.68
8.565,1020.7,29.961,534.88,152.52
10.947,1020.9,31.863,531.55,158.17
12.87,1020.6,32.011,531.14,157.58
14.185,1020.1,31.682,532.49,156.4
15.061,1019.6,31.882,531.95,156.42
15.712,1019.2,31.768,532.27,156.2
15.688,1019,32.021,531.31,156.79
15.071,1019,31.805,531.96,157.03
13.522,1019,32.358,529.98,159.14
12.874,1019.3,32.524,529.52,160.04
12.566,1019.6,32.727,528.74,161.06
9.063,1019.7,33.108,526.78,164.06
8.1642,1019.4,33.506,525.75,165.32
7.4266,1019.3,23.971,550.14,134.62
7.1727,1019.2,23.984,550.17,133.67
7.0461,1019.2,23.886,549.83,133.68
6.8157,1019.1,23.854,549.86,133.66
6.545,1019.1,23.84,550,133.66
6.6655,1018.9,23.841,549.63,133.66
6.5393,1018.8,23.806,550.17,133.63
6.483,1019,24.174,549.94,135.11
7.0419,1019,23.973,549.65,134.9
8.478,1019,28.328,539.46,147.14
11.117,1019.1,31.731,532.14,157.33
12.821,1018.7,31.844,531.78,157.3
14.198,1017.8,31.599,533.24,156.3
15.303,1017.2,31.679,532.95,155.68
15.861,1016.7,31.355,533.75,155.06
15.91,1016.2,31.607,533.19,155.49
15.671,1015.8,31.464,533.57,155.6
14.746,1015.3,24.163,550.23,133.07
12.902,1015.1,24.284,549.69,134.46
11.716,1015,24.031,550.04,133.78
10.576,1014.6,23.907,549.92,133.79
8.3257,1013.9,28.464,539.08,148.59
6.9457,1013.7,23.708,550.18,134.45
6.258,1013.2,23.916,549.91,133.77
6.4636,1012.7,24.005,549.82,133.66
6.0124,1012.4,21.835,550.04,124.55
5.7899,1012.2,23.837,549.79,133.38
5.9533,1012.2,24.233,550.06,133.65
6.0913,1012.6,23.626,550.02,133.67
5.9415,1013.1,23.699,550.19,133.59
5.5376,1014.2,23.603,550.09,133.82
6.2598,1014.9,23.649,549.85,133.78
8.293,1015.1,25.242,546.58,137.68
11.666,1015.4,32.007,531.14,157.83
13.331,1015.4,31.462,532.63,156.76
13.779,1015.2,31.804,531.84,157.23
13.971,1015.2,31.478,532.58,156.59
13.939,1015,31.829,531.75,157.35
13.614,1015.1,31.723,532.5,157.3
13.075,1015.2,32.061,531.22,158.32
12.447,1015.3,24.099,549.98,134.01
11.43,1015.8,24.113,549.97,134.81
10.373,1016,23.839,550.12,134.07
8.9732,1016,23.759,550.01,134.03
8.2502,1016,23.714,550.13,133.97
7.2318,1016.3,23.769,549.98,134.92
6.8058,1016.2,23.863,550.26,134.37
6.9194,1016.3,23.733,549.99,133.25
6.4506,1016.3,23.651,550,133.69
5.8949,1016.3,23.579,549.9,133.69
5.6442,1016.3,23.634,550.02,133.69
5.3749,1016.5,23.551,549.8,133.67
5.2595,1016.5,23.462,549.96,133.67
5.6379,1016.6,23.301,549.88,132.78
5.9483,1017,23.227,550.05,132.39
6.5105,1017.5,25.126,545.35,138.76
7.9872,1017.8,32.707,527.15,163.05
10.01,1018.3,32.243,529.58,160.74
11.621,1018.4,32.271,529.88,159.82
12.583,1018.1,32.026,531.23,158.63
12.697,1017.9,31.718,532.07,157.81
12.592,1017.8,32.017,530.95,158.78
12.579,1017.9,32.358,530.03,159.39
7.301,1020.8,33.412,525.72,165.8
5.4382,1021,23.364,550.31,133.71
4.2183,1020.9,23.598,550.24,133.49
3.7964,1021,21.511,550.08,124.63
3.6416,1021.1,23.686,550.19,133.89
3.4034,1021,23.286,550.16,132.68
3.5126,1020.8,23.426,549.98,132.67
3.3044,1020.5,23.488,550.25,133.2
2.9335,1020.6,23.406,549.86,132.88
3.6177,1020.6,25.222,546.14,137.84
5.5503,1020.6,31.786,531.48,160.67
8.1045,1020.4,31.307,533.48,158.54
10.145,1020.1,32.595,528.5,160.93
10.928,1019.4,32.32,529.52,160.32
11.383,1018.6,32.543,529.16,160.48
11.682,1017.9,32.186,530.67,159.6
11.69,1017.1,32.437,529.82,160.01
11.493,1016.3,32.157,530.63,159.57
10.953,1015.7,32.58,529.35,160.98
9.5084,1015.3,32.222,530.74,161.34
8.3753,1015,32.82,528.78,163.26
7.5518,1014.5,33.221,527.16,164.89
6.762,1013.9,33.893,524.84,166.82
5.3448,1012.7,31.567,530.58,160.33
7.8236,1012.1,23.75,550.12,133.65
10.242,1011.8,23.818,549.78,133.64
10.703,1011.5,23.835,550.31,133.67
10.74,1011,23.8,550.12,133.48
10.63,1010.3,18.778,550.03,110.86
10.42,1009.4,23.888,549.62,132.2
11.548,1009.1,28.616,539.43,147.19
12.525,1009,31.164,534.31,156.47
13.256,1008.6,31.443,533.05,156.93
14.096,1008.2,31.157,534.44,156
14.925,1007.2,31.261,534.16,155.64
15.919,1006.6,30.912,535.78,154.38
16.626,1005.8,31.221,534.86,154.25
16.966,1005.7,31.083,535.71,153.6
16.739,1005.7,31.366,534.45,154.46
15.683,1006.1,31.012,535.47,155.14
15.123,1006.6,31.799,533.51,155.96
14.9,1007.6,24.523,549.97,133.96
14.63,1008.6,24.411,550.26,133.81
14.154,1009.7,24.304,549.79,134.23
13.881,1010.8,31.593,532.33,156.68
13.526,1012.3,24.287,549.87,134.35
12.451,1013.2,24.089,550.15,133.65
11.448,1013.7,23.666,550.2,132.44
10.759,1014.4,23.809,550.02,133.66
9.9604,1014.9,23.801,549.59,133.9
8.8774,1015.3,19.103,544.16,111.58
7.3684,1016.5,19.166,550.13,111.73
8.0533,1016.9,19.577,550.22,112.62
9.8091,1016.9,24.584,550.12,133
10.629,1016.9,21.979,550,121.76
10.837,1016.8,22.608,549.96,123.95
11.702,1016.3,25.035,550.07,133.68
12.51,1015.7,25.103,550.03,133.67
13.024,1015.3,25.121,549.89,133.68
13.261,1015.1,25.094,549.59,133.67
12.469,1015,24.764,550.06,133.67
10.649,1014.9,23.804,550.06,133.68
9.2974,1015.2,30.618,534.02,155.48
8.2747,1015.1,32.731,528.49,163.05
7.7626,1014.8,32.959,527.53,163.72
7.5794,1014.8,23.785,549.99,134.54
7.5866,1014.4,26.132,544.04,141.43
7.8365,1014,23.771,549.94,134
7.9721,1013.5,23.71,549.97,133.66
8.055,1013.4,23.563,550.07,133.08
7.9662,1012.9,23.698,550.08,133.66
7.6381,1012.4,23.673,550,133.67
7.3889,1012,23.695,549.92,133.67
7.4341,1011.7,23.681,550.02,133.59
7.5727,1011.6,23.851,550.2,134.47
8.0161,1011.5,24.061,549.26,134.56
8.8955,1010.9,32.963,528.32,162.35
9.4791,1010.8,32.398,530.7,160.86
10.08,1010.5,32.605,529.84,160.93
10.682,1009.6,32.573,530.12,160.66
11.058,1008.8,32.457,530.12,160.22
11.731,1008.2,32.345,530.86,159.66
12.452,1008,32.255,530.96,159.17
12.405,1008.1,32.095,532.26,159.36
11.729,1008,32.341,530.96,159.89
11.48,1008.5,32.312,531.08,160.03
10.905,1008.7,32.248,530.99,160.48
8.9315,1008.9,24.036,550.2,134.39
9.0098,1008.6,23.94,550.03,134.35
9.069,1008.4,23.855,550.19,134
9.3502,1007.8,23.852,549.84,133.65
9.3257,1007.7,23.845,550.09,133.66
8.9451,1007.8,23.818,550.06,133.61
8.7121,1008.1,23.758,550.09,133.36
8.4984,1008.6,23.744,550.09,133.62
8.1354,1009,27.673,540.53,146.51
7.9054,1009,31.923,530.88,161.17
8.2669,1009,32.303,529.64,161.74
8.6147,1009.4,31.968,531,161.63
8.4192,1009.2,32.382,529.51,162.57
8.2509,1009,32.724,528.82,163.52
8.1367,1009,32.741,528.54,163.61
7.9499,1009.3,32.453,528.96,163.25
7.5737,1009.7,32.887,527.69,164.25
7.0739,1010.4,32.717,528.35,164.29
6.8095,1010.7,32.762,528.05,164.5
6.85,1011,33.058,526.99,164.98
6.9148,1011,32.782,528.08,164.41
6.7617,1011.7,33.183,526.53,165.7
6.3235,1012.1,23.718,550,134.11
7.1817,1012,24.212,550,134.97
7.5311,1012.2,23.651,550.29,132.15
7.7563,1012.4,23.996,550.34,133.61
7.7772,1012.4,24.036,550.1,133.67
7.7579,1012.7,23.988,550.15,133.66
7.8715,1013,23.988,550.22,133.66
8.0019,1013.3,23.965,550.15,133.67
8.0984,1013.9,23.92,549.85,133.52
8.121,1014.6,24.077,549.91,134.39
8.1416,1015,24.105,548.91,134.92
7.9176,1015.2,32.79,527.96,163.14
8.0593,1015.1,32.326,529.98,162.31
8.3941,1015.4,32.898,527.91,163.29
8.7373,1015.2,27.346,541.29,145.58
9.0553,1015.1,32.575,529.08,162.25
9.0694,1015.3,33.094,527.11,163.33
8.883,1015.3,32.632,528.63,162.63
8.7511,1015.6,32.979,527.56,163.46
8.2998,1016,32.818,528.13,163.57
7.65,1016.5,33.002,527.06,164.46
6.4926,1016.5,32.701,528.37,164.77
5.698,1016.4,23.279,550.2,133.9
5.7387,1016.2,23.395,549.9,133.92
5.8658,1016,23.179,550.15,132.81
5.7326,1016,23.423,549.9,133.81
5.4797,1015.8,23.584,549.88,134.46
5.4225,1015.9,23.188,549.9,132.92
5.2746,1015.8,23.637,549.88,134.65
4.7963,1015.5,23.567,549.74,134.66
4.7049,1015.4,23.587,549.88,134.65
4.8819,1015.1,23.588,549.97,134.67
5.4795,1014.7,23.684,550.05,134.57
5.9368,1014.9,23.648,549.92,134.3
6.6213,1015,23.809,550.31,134.65
7.8015,1014.8,34.394,522.82,165.72
9.8941,1015,32.038,530.3,160.42
11.014,1015.1,32.284,529.68,160.87
11.451,1014.9,23.936,550.1,134.21
11.479,1014.4,32.458,529.57,160.7
11.197,1013.8,32.129,530.78,160.1
10.856,1013.4,32.36,529.79,160.59
10.457,1013.1,32.087,530.9,160.13
10.371,1013.2,32.504,529.88,160.7
10.589,1013.1,32.183,530.91,160.01
10.96,1013.5,32.285,530.65,159.94
11.18,1013.3,32.322,530.32,160.38
11.108,1013.7,32.452,529.41,160.77
11.188,1013.7,26.547,544.13,141.63
11.205,1013.6,24.319,549.84,135.02
11.183,1013.5,24.479,549.96,135.54
11.303,1013.3,24.297,550.21,134.66
10.715,1013.1,24.239,549.99,134.66
10.358,1012.7,24.246,549.98,134.66
10.641,1012.7,24.294,550.13,134.66
10.627,1012.7,24.263,550.05,134.66
10.691,1012.5,24.288,550.08,134.52
10.61,1012.3,24.131,550.11,134.11
11.118,1012.1,24.221,549.96,134.05
11.898,1011.9,24.381,550.04,134.49
13.586,1010.2,24.421,550.01,134.13
13.671,1009.3,32.762,529.84,158.59
13.815,1008.7,24.623,549.09,134.19
14.221,1008,24.496,550.06,133.74
14.892,1007.2,24.523,550.13,133.74
14.569,1006.7,24.473,550.04,133.78
13.37,1005,24.201,550.15,133.82
13.15,1004.3,24.296,549.89,134.07
13.2,1003.3,24.414,550.32,134.42
13.541,1002,24.423,550.11,134.43
14.055,1000.9,24.02,550.17,132.58
14.08,999.94,24.277,549.89,133.58
13.772,999.29,23.971,550.19,132.46
13.498,998.45,24.233,549.91,133.65
13.375,997.85,24.285,549.85,133.65
12.976,997.85,24.282,549.84,133.67
12.508,998.5,24.291,549.76,133.66
12.15,998.1,24.32,549.82,133.67
12.262,998.01,24.328,550.16,133.69
12.602,997.43,24.252,549.87,133.71
13.07,997.47,24.67,549.37,134.99
13.295,997.41,31.372,535.03,156.69
12.518,997.57,24.191,550.3,133.65
11.675,998.44,24.042,550.1,133.51
11.498,999.11,24.014,550.34,133.6
11.403,999.52,24.258,549.85,134.81
11.396,1000.3,24.288,549.94,135.2
11.322,1000.8,24.089,549.93,134.37
10.509,1002.4,24.099,550.14,134.66
10.463,1002.8,23.9,549.96,134.03
10.284,1003.1,23.974,550.14,134.38
10.178,1003.7,23.951,549.72,134.54
10.19,1004.4,23.965,549.91,134.66
9.7291,1005,23.901,549.97,134.66
9.2525,1005.7,23.874,550.13,134.67
9.1992,1006.7,23.871,550.03,134.63
9.0287,1007.3,23.789,550.13,134.29
8.703,1008.1,23.866,549.94,134.67
8.3955,1008.7,23.764,549.84,134.53
8.3609,1009.1,22.222,550.14,127.94
8.1959,1009.6,23.55,550.13,133.97
8.1107,1010.1,23.478,550.25,133.7
7.8131,1010.7,23.425,550.15,133.7
7.545,1011.3,23.374,550.04,133.73
7.501,1011.9,23.602,550.2,134.68
7.5912,1012.7,23.417,550.19,133.86
7.6426,1013.2,23.502,550.12,134.14
7.4898,1013.3,23.454,550.03,134.23
7.1942,1013.7,23.324,549.98,133.7
6.8139,1013.8,23.42,549.95,134.35
6.6059,1013.8,23.401,550.05,134.31
6.5057,1013.7,23.386,549.9,134.32
6.5053,1013.7,23.041,549.94,132.61
6.5795,1013.6,23.318,550.05,133.67
6.5162,1013.6,23.289,550.09,133.67
6.4512,1013.8,23.327,549.93,133.67
6.4094,1013.8,23.482,550.2,133.62
6.4753,1013.9,23.623,550.15,133.45
6.4331,1014.3,23.658,549.91,134.08
6.6515,1014.6,23.801,549.92,134.44
7.6511,1014.4,30.414,534.29,154.75
8.9323,1014.1,32.056,531.21,160.6
9.5941,1013.8,32.325,529.97,160.65
10.351,1013.4,32.024,530.8,159.8
10.248,1013.1,32.436,529.71,160.69
10.093,1013,32.228,530.74,160.52
10.191,1012.7,32.506,529.5,161.23
10.047,1012.6,32.232,530.36,160.96
9.7038,1012.8,32.582,528.99,161.85
9.4282,1013,32.208,530.53,161.22
9.0291,1012.8,33.271,526.91,163.63
8.6401,1012.6,26.698,542.9,143.81
8.494,1012.4,23.8,549.85,134.29
8.5074,1011.9,23.603,550,133.26
8.551,1011.7,23.905,549.94,134.53
8.6087,1011.5,23.817,550.22,133.91
8.6814,1010.9,23.755,550.09,133.66
8.5124,1010.6,23.869,550.06,134.32
8.2682,1009.9,23.733,550.18,133.67
7.8995,1009.5,23.68,550.12,133.67
7.8101,1009,23.667,549.85,133.66
7.948,1008.5,23.74,549.73,133.89
8.3075,1008.2,23.77,549.95,134.03
8.8239,1007.8,23.802,549.99,133.94
9.5071,1007.2,25.259,549.01,139.62
10.094,1006.8,32.161,531.09,160.03
10.367,1006.5,31.779,532.34,159.43
10.219,1005.9,32.217,531.14,160.31
9.8815,1005.7,31.772,532.67,159.48
9.8241,1005.3,32.203,531.23,160.53
9.8568,1005.1,31.941,532.16,159.97
10.061,1005.5,32.322,530.98,160.47
10.364,1005.9,32.06,532.03,159.96
10.443,1006.3,32.473,530.45,160.69
10.569,1006.7,25.04,547.96,137.23
10.726,1006.9,23.981,550.02,134.02
10.744,1007.1,23.986,550.05,133.75
10.835,1007.3,24.188,550.04,134.57
10.88,1007.6,24.111,549.86,134.29
10.846,1007.6,23.843,550.14,133.74
10.773,1007.5,23.844,550.04,133.35
10.764,1007.8,23.942,549.72,133.71
10.579,1007.7,23.833,549.99,133.67
10.044,1007.6,23.879,549.95,133.67
9.8142,1007.5,23.9,550.04,133.65
9.7702,1007.5,23.887,549.82,133.55
9.8586,1008,23.88,550.33,133.54
9.9265,1008.1,23.793,549.97,133.36
10.312,1008.6,32.107,530.4,160.72
10.818,1009.2,32.175,530.36,160.6
10.478,1009.8,32.175,529.93,161.04
10.341,1010.3,32.005,530.36,160.86
10.507,1010.7,32.183,529.91,160.98
10.976,1011.1,31.816,531.46,159.69
10.873,1011.4,32.172,530.11,160.59
10.378,1011.6,25.003,546.56,137.35
9.9367,1011.7,23.746,549.93,133.73
9.3684,1012,23.883,550.03,134.44
8.876,1011.9,23.688,550,133.52
8.4025,1012.4,23.993,549.99,133.66
8.2673,1012.8,23.928,550.25,133.66
8.3744,1013.2,23.72,550.24,133.73
8.3155,1013.5,32.619,528.52,162.89
8.3761,1013.2,32.336,529.3,162.72
8.6398,1013.2,32.677,528.17,163.17
6.999,1013.2,32.686,527.86,164.82
6.69,1013.3,32.873,527,165.16
6.6096,1013.6,32.711,527.42,164.93
6.4783,1013.6,33.068,526.27,165.67
6.2282,1013.7,23.473,550.04,134.59
6.3061,1012.7,23.764,550,133.81
6.1577,1012.7,23.816,549.91,134.13
6.1553,1012.5,23.662,550.13,133.67
6.1867,1012.3,23.676,549.82,133.68
6.0069,1011.9,23.688,550.09,133.6
5.914,1011.9,23.553,549.96,133.23
6.105,1012.2,24.072,548.96,135.17
6.1265,1012.7,33.137,526.07,165.3
5.7551,1012.5,32.578,528.18,164.57
6.0091,1011,32.945,527.94,165.28
6.0813,1011.1,33.238,526.47,165.67
5.6594,1013.9,33.262,525.86,166.44
6.7431,1014.5,23.687,549.73,134.33
6.8108,1014.9,23.645,549.84,134.42
6.2663,1015.3,23.388,550.01,133.7
5.7327,1015.5,23.367,550.03,133.7
5.1602,1015.8,23.422,549.68,134.13
4.7822,1016.3,23.476,550.32,133.67
4.4527,1016.5,23.435,550.06,133.67
4.0245,1016.6,23.461,550.21,133.66
3.5311,1016.9,23.597,549.9,134.33
3.2689,1017.1,23.69,549.91,134.71
3.231,1017,33.044,526.33,165.4
3.1618,1017,32.449,527.86,165.91
3.5141,1017.5,33.491,524.48,168.31
3.9513,1017.4,33.325,525.11,168.03
3.8227,1016.6,33.362,524.76,168.32
3.8472,1016.8,33.656,523.59,168.83
3.9118,1016.9,33.463,524.22,168.48
3.9759,1017.2,33.604,523.55,168.66
4.0435,1017.5,32.944,526.14,167.21
4.1553,1017.7,33.098,525.59,167.19
4.3198,1017.8,33.281,524.84,167.81
4.4862,1018,27.416,539.21,148.19
4.5641,1017.7,23.055,549.63,133.38
4.6905,1017.4,22.998,549.86,132.79
4.6215,1017,22.087,549.87,128.38
4.5042,1016.6,23.372,549.59,133.71
4.4248,1016.3,23.413,549.95,134.07
4.3404,1015.9,23.46,549.85,134.25
3.9128,1015.8,23.288,549.9,133.67
4.0467,1016.3,23.259,550.11,133.67
4.1606,1016.6,23.296,549.68,133.67
4.5897,1016.5,23.543,549.87,133.65
5.2032,1016.4,23.552,549.96,133.44
5.5787,1016.2,23.647,550.02,133.69
5.73,1015.8,23.656,549.84,133.71
5.8211,1015.4,23.653,550.03,133.73
5.7865,1015.2,23.731,550.25,134.11
5.6956,1015.4,23.623,549.65,133.72
5.4389,1015.6,23.578,549.97,133.7
5.2066,1015.8,23.495,550.17,133.79
5.0729,1015.9,23.784,550,135.15
5.7492,1016.4,23.888,550,134.46
5.356,1016.4,23.878,550.13,134.43
5.4418,1016.7,23.713,549.96,133.78
5.4242,1016.6,21.64,550.14,124.73
5.4322,1016.8,21.915,550.02,125.8
5.6292,1018.4,23.696,549.9,133.68
5.538,1019.1,33.877,523.12,167.85
5.743,1019.2,32.786,526.58,165.73
6.7427,1020.4,32.882,526.39,165.5
7.4925,1020.3,32.931,526.09,164.93
7.9914,1020.1,32.606,527.81,164.02
8.2939,1020.4,33.274,525.46,164.97
8.2972,1020.6,32.893,526.93,164.29
7.9162,1021,32.993,526.1,164.81
7.2558,1021.5,32.846,526.54,165.04
6.912,1021.8,33.356,524.67,166.18
6.6724,1022.3,33.248,524.96,166.31
6.4251,1022.7,33.269,525.05,166.31
6.4112,1023.1,23.314,550.13,134.72
6.7219,1023.2,23.527,549.98,133.27
6.8042,1023.2,23.884,549.87,134.49
6.6964,1023.2,23.895,549.7,134.49
6.765,1023.5,23.874,549.98,134.49
6.7837,1023.5,23.72,550.1,133.66
6.8998,1023.4,23.768,550.22,133.67
6.9161,1023.5,23.733,550.15,133.66
6.5318,1023.9,23.67,550.34,133.65
6.3725,1024.4,23.529,550.19,132.99
6.4551,1024.7,23.594,549.9,133.5
6.1651,1024.9,33.197,525.18,165.95
6.0731,1025.1,33.037,525.95,165.94
6.3753,1025.5,33.441,523.88,166.76
6.4218,1025.6,33.193,524.76,166.37
6.4906,1025.4,33.364,524.44,166.54
6.5225,1025.4,33.081,525.53,166.15
6.3892,1025.5,33.431,524.11,166.96
5.9497,1025.8,33.297,524.68,167.07
5.5085,1026.3,33.646,523.09,167.92
5.2329,1026.2,33.415,524.22,167.58
5.1714,1026.7,33.978,521.83,168.73
5.0513,1027,33.851,522.44,168.61
5.0951,1027.2,33.634,523,168.01
5.3539,1027.1,33.407,523.93,167.34
